url,status_code,uses_https,missing_https,security_issues,port_80,port_443,port_8080
https://www.google.com/,200,True,False,missing X-Content-Type-Options; missing Content-Security-Policy (CSP); missing HSTS (Strict-Transport-Security),OPEN,OPEN,CLOSED
